011355,5,6,20,19,19,7,18,5,5,7
010025,4,4,1,0,2,1,0,0,0,0
013980,7,7,3,3,5,11,3,4,3,0
012660,5,1,0,0,33,1,0,1,0,0
012631,2,7,8,3,6,6,3,1,6,1
013963,1,1,0,0,0,1,0,1,1,0
012647,9,4,0,10,0,6,0,2,2,0
013940,3,3,0,0,0,2,0,2,2,0
012626,2,7,0,3,3,7,0,0,0,2
011295,3,0,29,12,17,0,0,0,1,0
012592,9,5,17,17,12,12,7,2,5,0
011246,1,8,0,12,2,4,0,1,0,0
012583,0,1,1,1,1,0,1,0,0,0
311253,9,9,0,0,0,1,0,2,9,0
012589,3,3,1,1,1,2,0,2,1,0
03915,1,1,2,1,1,0,2,0,0,1
01303,0,0,7,2,7,1,0,0,0,3
02650,1,1,5,5,5,1,0,0,0,0
03971,1,0,1,5,6,0,1,0,0,1
02648,0,2,1,0,0,1,3,0,0,1
03982,1,1,1,1,1,1,0,0,0,2
01329,0,1,4,4,2,0,2,0,0,5
03989,1,1,0,0,0,1,0,1,1,0
012719,2,3,1,7,1,2,1,1,0,0
01331,0,4,3,2,3,3,7,0,0,0
02693,4,6,0,6,1,5,0,3,3,0
01372,3,4,1,1,2,1,0,0,0,0
012705,2,2,0,0,0,1,0,2,2,0
02695,1,1,0,0,0,1,1,1,1,0
01391,4,20,2,2,128,1,1,1,0,0
010146,1,1,0,0,3,9,0,1,7,0
010119,1,1,0,0,0,20,1,2,2,0
011451,1,1,0,0,5,4,4,1,2,0
012740,4,4,1,0,0,3,0,2,2,1
010090,1,4,0,0,0,1,0,1,1,0
010060,0,0,0,50,0,1,2,0,2,2
010061,6,6,2,2,2,6,1,6,6,0
011395,3,2,1,1,1,1,0,5,2,0
011397,0,0,1,1,1,0,1,0,0,2
012695,3,3,4,36,4,27,1,42,31,0
01413,1,1,0,0,0,1,0,1,1,0
02754,1,11,60,1,2,1,0,0,0,0
02781,0,0,10,8,7,0,2,0,1,2
02776,1,0,5,5,5,0,0,1,1,0
02775,0,1,3,2,1,1,1,0,0,0
02783,1,1,1,0,0,1,0,1,1,0
011501,1,3,1,9,0,4,1,1,1,1
01472,3,3,1,1,1,2,0,2,2,0
012817,9,4,0,0,1,1,0,2,0,0
01494,6,3,15,7,7,2,19,1,1,9
01498,13,0,8,9,6,0,8,13,0,12
111586,0,0,3,2,3,0,5,0,0,1
011598,1,1,0,0,0,1,0,1,1,0
012892,0,0,5,5,3,0,3,0,0,2
012869,0,0,1,1,1,0,1,0,0,1
011539,0,1,17,18,16,1,10,0,0,0
010192,1,17,3,1,2,1,0,1,0,1
010194,0,0,2,1,2,0,2,0,0,4
010179,0,0,1,6,2,0,2,0,2,0
011482,1,3,2,2,5,9,2,0,2,0
02809,2,6,14,14,6,3,0,2,3,3
011488,4,4,0,0,0,2,0,2,2,0
02844,0,0,11,12,11,0,7,0,0,2
01535,4,4,0,0,0,4,0,2,1,0
02863,1,3,1,0,1,1,0,0,0,0
02888,6,5,0,0,0,3,0,3,1,0
02887,3,11,0,9,2,13,1,5,11,0
01559,1,1,1,0,2,0,0,1,0,0
01570,2,0,5,1,2,21,0,0,0,0
01581,2,3,4,4,10,3,2,1,1,0
012954,3,0,4,1,3,0,2,0,0,4
011636,1,1,7,2,1,2,2,2,1,3
010306,16,26,6,0,0,12,0,21,8,0
011606,3,1,0,0,0,1,0,1,1,0
011614,3,12,0,0,0,3,0,2,3,0
011616,8,1,1,1,1,7,1,7,0,0
012908,4,16,6,6,6,0,1,0,0,8
011693,3,0,19,19,9,9,4,3,3,3
011679,8,6,3,27,11,5,9,5,3,3
010317,2,2,0,0,0,1,9,1,2,0
011640,12,5,3,4,6,2,5,2,1,2
112976,0,0,3,2,1,0,1,0,5,1
011645,2,1,1,1,0,0,0,1,0,0
011658,0,5,2,8,0,1,1,0,0,0
010295,2,0,1,1,1,0,1,5,5,1
02931,2,2,0,0,0,2,0,1,1,0
01619,7,5,2,2,1,4,1,4,4,0
02955,6,6,1,0,0,7,0,5,3,1
02953,0,0,21,23,10,0,11,0,0,6
02961,0,1,3,6,2,1,2,1,2,2
22960,0,0,52,2,59,0,7,0,0,5
01646,5,4,3,3,2,3,0,2,2,3
02976,2,0,0,0,1,0,7,1,4,0
02972,1,1,0,0,0,1,1,0,1,1
11640,1,1,0,0,0,1,0,1,1,0
02987,1,0,11,11,6,0,5,0,8,0
01652,9,0,1,7,3,8,0,9,5,1
01665,2,1,0,15,0,4,5,0,0,0
010415,25,0,1,1,1,0,1,0,1,0
011753,3,3,0,0,0,3,0,2,1,0
011720,4,6,24,5,3,1,4,0,0,6
611722,2,3,17,14,19,1,12,2,2,5
011703,2,0,14,14,3,0,2,1,0,5
010451,3,4,24,14,16,1,2,2,1,1
011794,1,1,0,0,0,1,0,5,1,0
011772,3,6,0,0,8,3,9,0,0,0
01709,4,2,10,9,6,2,3,0,0,3
010396,0,0,10,8,8,0,8,0,0,4
01737,0,2,2,2,2,0,2,0,0,1
01757,1,0,0,13,0,0,7,1,1,0
01766,0,0,23,23,23,1,21,0,0,1
01761,2,2,69,67,57,1,32,1,0,11
01772,16,19,7,7,9,3,1,1,4,0
01795,1,1,2,2,2,0,2,0,0,1
010530,1,0,2,11,10,2,0,0,2,3
010531,2,2,7,7,3,1,4,0,0,2
011879,8,0,0,1,0,0,2,0,4,2
010544,0,1,2,6,16,0,1,0,0,17
011826,1,0,7,7,6,0,1,0,0,1
111821,7,2,1,53,7,2,0,2,0,2
010505,2,3,10,7,2,0,3,1,4,2
010507,0,2,2,24,1,1,1,0,1,6
010509,0,0,12,10,1,0,11,0,0,1
010557,12,0,19,36,0,11,41,0,0,1
01819,0,0,12,11,8,0,6,0,0,1
11823,3,6,0,0,5,0,0,4,3,0
01852,0,0,1,1,1,0,1,0,0,2
01865,4,4,1,0,0,4,52,19,13,1
010659,0,0,2,4,24,0,52,0,0,2
011983,6,8,7,0,6,4,0,5,8,0
010647,0,1,1,6,5,1,19,0,0,6
010619,26,0,0,1,1,13,0,0,3,0
010618,0,0,2,4,1,0,2,1,0,0
010626,3,3,0,0,0,3,0,3,1,0
010605,4,3,0,0,0,3,0,3,3,0
020062,1,7,1,0,0,2,0,1,0,0
010682,10,0,2,2,4,8,3,2,0,0
01917,1,1,0,0,0,8,0,1,8,0
01911,2,2,1,1,0,2,0,2,2,0
01934,8,2,19,5,0,1,0,1,0,4
01943,1,1,0,0,0,1,0,1,1,0
01949,1,2,8,7,9,1,2,0,0,2
01972,4,4,0,0,0,7,0,2,4,0
011905,70,0,1,1,1,0,0,0,3,0
01977,0,0,2,2,1,1,1,0,0,4
011917,1,0,1,1,0,0,0,0,1,1
09016,1,1,1,2,1,0,0,0,0,0
09009,2,1,0,0,0,1,0,1,1,0
09026,1,1,0,0,0,1,0,1,1,0
019102,0,10,2,2,2,0,2,9,10,0
09060,2,3,0,0,0,2,0,2,2,0
010720,1,1,15,10,5,1,0,1,0,2
019172,0,0,6,1,0,1,5,0,0,2
019171,2,4,0,0,3,4,0,2,1,0
020148,1,0,47,12,50,0,0,0,0,5
020144,3,5,5,0,17,2,2,4,0,0
019153,0,0,10,10,15,0,10,0,0,1
010794,4,0,0,0,1,5,0,1,5,0
019132,1,1,5,1,0,1,4,2,3,3
119088,1,0,0,134,10,2,1,1,0,0
09102,1,0,6,0,5,7,0,2,0,0
09122,1,1,4,2,7,1,0,1,0,0
09121,3,1,13,15,9,1,6,6,0,1
59137,2,1,1,8,1,0,5,0,0,0
09148,1,1,2,2,3,1,2,1,1,0
09149,0,7,25,1,1,4,0,0,0,0
09151,4,3,25,16,12,2,7,1,1,32
019221,0,0,5,5,5,0,8,1,0,0
020218,18,4,0,0,0,1,0,13,13,0
019228,5,1,22,19,16,3,2,1,0,3
020223,1,4,5,7,8,2,0,0,0,0
020222,1,1,13,7,20,0,8,0,0,5
09193,0,0,2,1,4,0,13,0,0,6
09196,1,1,2,1,2,1,1,2,1,0
010870,0,0,9,1,11,1,2,0,0,0
019214,3,1,3,5,3,1,2,1,0,3
010882,1,0,14,14,4,0,0,2,0,3
210854,1,0,14,1,0,1,1,1,0,2
010864,0,3,1,12,0,2,6,0,0,7
010840,18,5,1,11,5,7,1,2,1,0
020297,0,8,0,0,3,8,1,3,0,0
019287,1,2,0,0,0,1,0,1,1,0
019284,7,7,5,3,0,7,3,7,7,8
019264,18,1,17,18,22,4,12,2,2,1
019258,2,12,0,0,0,5,0,4,3,0
020240,0,2,2,2,2,0,2,0,0,0
09200,2,5,12,7,4,5,8,1,1,9
09214,3,2,0,0,0,3,0,4,3,0
020312,1,2,0,0,0,2,0,1,1,0
218002,5,4,0,1,0,3,2,0,0,0
020325,0,0,1,1,15,1,0,1,1,0
010971,8,8,4,4,4,8,1,5,5,2
010966,5,1,0,0,0,1,0,1,1,0
018095,1,1,0,0,0,4,0,1,5,0
020374,0,0,1,3,5,0,3,0,0,1
119391,0,0,25,50,35,0,6,0,0,1
019360,4,3,18,18,15,3,17,5,2,7
020364,4,2,16,16,7,4,8,4,2,8
010942,0,0,1,5,1,2,0,6,2,0
09372,0,0,1,1,4,0,1,0,0,1
08089,1,6,3,7,5,3,0,1,2,0
018147,0,1,3,2,3,2,0,0,0,0
018149,0,0,1,2,1,2,0,0,0,2
020435,0,0,1,1,2,0,6,0,0,1
020444,0,0,7,4,2,0,2,0,0,3
318126,3,1,2,0,2,2,3,0,0,0
019420,1,1,0,0,0,1,0,1,1,0
020416,2,8,0,0,0,8,0,4,1,0
018105,4,3,2,5,1,5,6,8,7,2
018101,8,0,10,10,15,0,11,0,0,0
018107,2,0,1,1,1,4,0,0,1,1
019407,0,0,2,2,1,1,2,0,0,0
019413,4,0,1,1,1,5,1,0,3,3
018179,0,0,22,15,12,0,8,0,0,3
020495,5,5,7,6,5,4,4,3,3,3
020479,3,1,5,0,0,0,0,1,2,0
319499,0,16,43,62,51,11,0,0,0,0
020481,0,0,4,2,1,0,2,0,0,2
09402,3,6,0,0,0,6,0,1,1,0
09429,2,1,0,0,0,0,0,3,1,6
09447,0,0,3,3,1,0,1,0,0,1
08123,6,4,20,15,5,3,5,2,2,0
09454,1,1,2,1,1,1,1,0,0,0
09479,2,0,1,1,0,0,1,1,0,2
38150,3,0,1,0,1,0,0,8,1,0
09490,1,0,1,1,0,1,0,5,1,0
08170,1,0,4,2,0,0,5,0,2,0
08173,4,0,8,8,3,0,0,0,0,2
08185,1,0,5,2,2,0,1,2,0,0
08193,1,0,5,6,6,0,5,1,0,0
018255,4,4,0,0,0,7,0,4,5,0
020584,2,1,0,1,0,0,0,1,1,6
019596,19,0,2,1,0,12,0,4,8,0
019564,2,2,1,1,2,3,1,0,0,0
020530,0,0,1,1,1,0,1,0,0,1
019541,0,0,1,3,3,0,2,0,0,2
018216,9,6,26,26,21,6,7,3,1,0
018219,13,0,1,1,0,0,1,10,0,2
019533,0,1,1,1,1,1,1,0,1,1
018209,13,8,6,9,7,6,1,1,0,0
018297,4,0,20,19,20,0,10,0,0,0
020598,0,0,4,1,2,0,4,0,0,1
08201,2,1,1,1,1,1,0,0,0,0
09564,1,7,0,0,0,3,0,2,5,0
019503,3,2,45,15,19,2,8,3,1,5
08283,1,2,0,0,0,1,1,0,1,0
017059,7,4,1,1,1,5,3,3,2,3
019689,0,0,2,1,2,0,1,0,0,1
217038,0,0,0,0,46,1,1,8,2,0
020653,1,1,10,0,1,1,0,5,1,0
018332,1,1,0,2,0,1,0,0,0,1
017016,2,2,25,0,10,2,5,2,1,0
019674,0,1,14,3,4,1,2,0,0,1
019641,2,0,7,7,6,1,15,0,2,0
020637,1,1,5,5,5,0,0,1,0,1
017089,21,21,8,7,6,16,1,7,17,1
018396,0,23,1,5,5,0,1,0,0,0
09613,6,8,0,1,2,12,1,7,9,0
09640,2,15,0,0,0,0,25,0,2,9
08348,1,1,0,0,0,1,0,2,1,0
09676,6,8,2,2,2,2,1,0,0,0
07035,11,4,0,0,1,10,0,7,11,0
019625,0,0,10,21,11,1,5,0,1,0
019626,5,3,0,0,0,3,3,1,0,0
018475,7,11,0,0,0,11,0,4,3,0
120771,2,0,0,1,0,3,3,2,4,0
017112,0,0,3,6,3,0,2,0,0,2
018444,2,1,1,1,1,21,0,0,0,0
019777,10,7,1,1,2,6,0,4,3,0
019770,7,7,15,1,6,6,0,5,1,0
119773,1,0,1,20,8,0,6,0,0,0
018448,1,0,18,14,8,0,1,0,0,0
09723,2,1,0,0,0,3,0,2,1,0
08424,3,2,0,0,1,2,1,1,1,0
08416,1,1,2,2,2,1,1,0,0,0
08431,0,0,1,2,1,0,1,0,0,1
0134,1,0,22,5,21,0,6,0,0,3
08442,0,0,1,1,1,0,1,1,0,0
09773,2,9,5,10,2,1,0,0,0,3
09776,5,0,26,11,4,0,0,2,1,0
09769,6,3,1,1,2,3,1,1,1,0
08474,2,1,6,6,7,1,0,0,0,0
0177,5,2,2,0,2,3,0,0,0,0
0184,1,1,14,26,41,1,1,0,0,0
018411,2,1,1,0,0,0,0,1,1,1
08492,1,0,5,8,0,10,0,1,2,0
07179,1,1,1,0,0,1,0,1,0,0
020744,6,4,3,3,2,10,0,1,0,1
020711,1,1,1,1,0,2,25,1,1,1
07193,0,1,16,10,8,0,2,1,0,0
018409,0,4,6,21,0,0,6,0,0,1
019705,6,8,0,0,1,7,0,4,4,0
019707,0,7,1,1,2,0,2,8,11,0
318598,0,16,1,1,0,8,0,8,8,1
017275,0,1,0,9,24,2,2,0,1,0
017245,1,0,1,2,0,1,0,0,0,1
017249,14,14,4,3,6,8,1,6,6,0
717257,4,0,5,5,5,0,5,0,5,1
018582,8,0,2,2,2,0,2,8,7,3
017250,1,0,1,1,1,0,1,0,0,0
017227,9,2,5,5,5,2,1,2,2,0
019897,0,0,1,1,0,0,1,16,4,1
019891,1,1,0,0,0,1,0,4,3,2
09823,6,4,0,0,10,1,0,2,0,0
09854,21,20,14,19,16,15,8,19,10,1
08527,3,0,1,2,2,0,4,0,1,3
07212,5,1,20,0,0,1,0,1,1,0
28543,1,0,0,0,1,1,1,0,1,2
09887,1,0,2,5,6,0,0,1,0,0
07217,0,0,18,16,12,0,2,0,0,3
08560,10,9,0,0,0,6,0,5,4,0
08573,2,2,8,6,5,2,5,2,2,7
08578,3,6,4,0,5,0,0,5,6,0
0274,2,1,1,1,1,0,0,1,1,0
018538,0,8,1,1,1,0,1,0,0,1
018541,0,0,15,5,3,0,4,0,0,3
07291,0,0,2,1,0,0,1,1,1,1
919805,4,17,0,0,1,4,0,3,7,0
019817,4,3,13,17,8,5,11,2,3,7
719812,0,3,6,6,5,1,5,1,6,0
016076,2,2,0,0,0,2,0,1,1,0
016078,0,0,10,0,3,0,0,2,1,8
016063,3,0,6,0,25,3,15,0,0,0
018689,0,3,0,0,2,4,0,1,1,0
09905,1,1,0,0,0,7,0,1,1,0
08623,0,1,1,1,1,1,2,1,1,0
3320,2,2,1,0,0,3,0,1,0,0
08613,0,2,2,2,2,1,1,1,0,0
09945,1,1,0,0,0,1,0,7,1,0
19948,0,0,10,10,10,1,5,0,1,0
08634,1,1,8,9,1,1,1,1,1,1
28640,0,0,7,11,7,0,1,0,0,1
08642,6,1,5,5,6,2,0,0,0,0
08656,3,3,4,3,3,7,4,4,0,1
019916,5,3,1,1,3,0,0,0,0,0
08675,10,18,9,8,9,3,8,3,1,0
0379,11,3,15,23,21,2,77,1,0,4
07338,1,1,0,0,0,1,0,2,1,0
08679,3,5,3,0,0,1,0,0,1,0
08698,0,0,1,1,1,0,0,0,4,1
06046,5,0,10,5,8,3,0,0,0,1
07379,4,2,2,1,1,4,1,2,0,3
017326,5,3,5,4,4,1,0,0,0,1
019991,1,1,16,5,5,4,0,1,0,1
017304,0,2,52,0,0,1,43,3,1,1
118635,0,0,1,1,1,2,0,0,0,9
018645,24,8,15,9,9,8,5,6,3,4
217315,0,0,5,6,6,0,1,0,0,1
016182,1,2,1,36,6,3,0,0,0,0
316132,1,0,0,0,1,0,2,0,1,1
117464,3,3,10,11,11,2,0,0,0,0
017461,1,1,0,0,0,1,0,1,1,0
18711,0,1,6,0,33,0,1,0,0,15
0417,7,7,0,0,0,5,0,2,2,0
08705,14,0,0,0,1,0,1,0,4,5
0424,1,1,1,1,1,0,0,0,0,0
0447,5,2,16,1,1,1,0,1,1,0
08736,0,0,4,1,1,0,1,0,7,0
07406,2,1,0,0,0,1,0,1,1,0
0453,2,1,9,11,4,1,4,0,1,4
0456,1,2,0,0,1,5,0,1,0,0
08745,5,7,1,1,1,8,1,6,3,1
08749,4,4,2,4,5,7,4,7,5,2
08766,6,3,0,0,0,4,0,4,2,0
0464,10,0,26,19,20,4,2,0,0,6
0468,2,1,1,2,1,1,0,0,6,0
08759,4,4,0,0,0,4,0,4,1,0
08767,0,0,5,10,5,2,5,2,0,0
07456,14,17,0,0,0,16,0,15,13,0
07473,5,4,0,0,0,3,0,3,2,0
06141,1,0,43,0,30,0,1,0,1,0
06144,11,6,6,5,7,13,1,2,2,0
06166,2,2,3,4,10,5,9,0,0,0
07491,0,0,1,1,1,0,1,0,0,1
06198,4,0,12,20,19,0,8,0,0,8
017423,5,10,14,14,14,5,0,3,2,0
016100,0,0,1,0,2,8,3,0,1,0
018766,2,2,2,0,1,2,0,2,0,0
018769,2,2,1,0,0,2,1,1,0,0
017419,1,1,12,46,46,1,9,0,0,3
018715,0,6,0,1,1,1,0,0,0,4
016298,1,0,2,3,1,5,0,4,3,0
016253,1,1,0,0,0,1,0,1,1,0
016258,4,1,20,0,0,0,0,1,2,0
017599,2,2,1,3,2,1,0,0,0,1
0504,1,4,0,0,0,1,0,1,1,0
08827,5,6,0,0,0,7,0,1,1,0
07508,3,1,10,5,5,4,0,4,7,0
0551,0,0,18,13,10,0,12,0,0,3
0574,1,0,1,1,1,0,1,0,0,0
08885,2,2,2,3,3,1,0,0,0,14
07557,3,0,0,0,0,5,16,5,6,0
018812,5,6,2,2,2,3,3,2,2,0
06254,3,4,19,5,12,18,6,0,1,0
06282,26,0,12,0,0,45,0,3,40,0
018892,3,2,2,0,0,3,0,1,1,0
017562,0,0,2,1,1,0,3,1,0,1
016224,1,1,0,0,0,1,0,23,1,0
018881,0,1,5,11,0,2,1,1,3,0
017556,1,1,0,5,7,1,1,0,0,0
018888,2,2,0,0,0,1,0,1,1,0
018859,0,0,1,2,0,1,5,0,2,2
017509,19,0,3,3,1,18,2,0,0,13
017504,5,2,0,0,10,1,0,1,1,2
017514,5,2,2,0,2,1,1,1,8,0
015087,4,0,1,51,6,0,8,2,8,0
515060,2,1,5,0,1,1,0,0,0,0
015071,0,1,7,36,0,1,0,1,0,2
0604,0,3,1,1,1,2,1,1,1,1
016370,1,0,3,3,3,0,9,0,0,8
08908,2,1,15,10,2,0,2,2,2,1
0615,1,2,2,0,1,0,0,2,1,0
08916,10,1,0,0,0,1,0,1,1,0
0636,0,22,53,4,5,14,0,0,0,37
08955,0,0,45,1,28,0,31,7,0,0
18972,3,1,12,8,2,2,2,0,1,2
0672,5,5,7,6,6,2,3,1,0,7
06304,6,3,0,0,0,2,0,1,1,0
06321,1,1,1,0,0,1,8,1,1,0
0685,0,1,9,5,9,0,0,0,0,1
06333,2,2,0,1,0,2,0,1,0,0
0699,10,9,4,4,4,8,2,5,6,0
06352,9,8,9,12,8,16,7,9,7,4
017600,1,1,6,0,0,1,3,0,0,0
05029,4,5,2,3,2,2,2,4,2,1
05057,0,0,5,1,1,3,0,0,0,5
05063,2,2,0,0,0,1,0,1,1,0
05076,2,8,2,1,0,0,0,0,0,1
05096,2,6,0,0,2,0,0,2,2,0
016355,0,0,2,1,1,0,2,0,0,2
015023,0,0,1,0,2,13,2,0,0,1
017689,1,5,2,2,6,1,0,1,1,1
018993,11,0,1,1,1,0,1,0,0,3
015002,0,0,1,1,1,0,1,0,0,1
017668,6,0,8,10,0,0,0,4,9,0
016343,9,10,96,6,18,10,56,5,5,8
015017,0,0,7,7,1,0,2,0,0,2
017654,3,1,2,0,1,1,0,1,7,0
018989,1,1,0,0,1,13,0,0,4,0
018963,1,1,0,0,1,1,0,1,0,0
015185,2,1,5,5,8,1,1,0,0,0
0722,3,1,7,8,2,1,0,0,0,0
0727,1,1,6,7,2,2,5,0,0,2
07708,1,0,0,0,1,7,47,1,4,0
0756,2,2,0,0,0,2,0,2,4,0
0762,8,8,0,1,1,8,1,8,6,1
0766,1,0,1,1,0,1,0,0,1,0
07729,10,6,1,2,2,4,1,4,2,2
07735,5,5,0,9,1,1,0,3,1,0
07775,5,2,0,0,0,3,0,6,6,0
05118,0,0,2,2,2,1,0,1,3,0
06483,4,4,0,0,0,4,0,3,1,0
017730,1,3,3,9,3,2,0,1,1,0
06481,0,0,11,11,6,0,1,0,0,2
05160,7,0,1,0,0,2,0,1,1,0
016473,1,1,0,0,0,1,0,1,1,0
015140,8,0,9,2,1,6,85,0,0,0
015145,9,7,8,5,6,7,11,6,5,2
015147,3,6,7,7,2,3,1,20,2,0
015151,0,1,1,1,0,0,8,0,1,1
116482,6,5,0,0,1,6,0,2,3,2
016488,5,4,6,20,2,3,6,2,2,1
015125,8,11,0,0,0,2,0,1,1,0
015134,2,0,0,2,1,0,0,2,3,0
017763,6,17,12,7,3,2,3,1,2,0
016440,1,2,11,14,6,2,0,1,0,0
015111,0,1,1,1,1,0,1,1,0,0
0806,10,3,0,0,0,5,3,1,6,0
0832,6,2,2,20,2,1,0,0,0,0
0852,2,0,5,0,9,1,6,1,0,0
0855,3,2,1,0,0,2,0,2,2,1
015290,1,0,10,19,19,0,7,1,0,1
0876,0,8,1,0,4,1,0,0,0,3
05215,0,0,1,2,1,0,1,0,0,1
06568,3,46,1,1,7,0,0,0,0,0
05270,5,6,2,1,2,3,3,5,6,1
016523,3,0,2,6,8,0,0,6,0,0
016526,0,0,38,21,15,0,4,0,0,6
05285,3,9,6,6,0,5,1,2,1,3
05280,4,4,5,29,3,4,2,3,1,3
05296,1,1,0,0,0,1,0,1,1,0
016509,5,1,2,1,1,13,0,11,9,0
017838,2,3,3,0,1,0,1,0,0,0
017807,2,3,0,0,0,8,0,1,2,3
016595,2,2,6,19,2,1,2,0,0,3
015271,10,6,4,10,9,3,0,2,0,0
015278,0,0,9,8,8,0,2,0,0,2
015276,1,20,15,39,9,0,1,0,0,0
015279,1,1,0,0,0,1,0,1,1,0
016557,0,2,1,1,0,0,1,0,0,1
016556,1,1,0,0,0,1,0,1,1,0
015214,0,3,33,52,1,0,2,0,0,1
017877,1,1,3,5,4,1,2,0,0,0
07904,2,1,4,3,1,3,0,0,0,1
014091,1,1,0,0,0,1,0,1,1,0
0961,2,1,0,9,0,0,0,1,2,0
014078,7,12,17,10,14,11,2,7,3,0
014086,1,1,1,1,1,1,1,1,0,0
07950,5,1,2,3,2,0,0,0,0,0
07955,5,3,2,17,0,3,3,3,2,4
07958,7,6,5,0,0,2,0,1,1,0
05312,0,0,2,1,1,0,2,0,0,2
06638,7,0,79,0,34,0,28,1,0,0
06645,3,2,0,0,0,3,0,2,2,0
05315,1,0,0,0,0,1,3,1,1,0
05316,7,2,1,2,0,2,1,1,0,1
07992,0,3,1,2,2,0,0,1,0,2
04000,2,3,0,0,0,2,0,1,1,0
07986,0,1,12,29,6,0,1,1,0,1
06659,0,0,2,0,1,3,1,4,1,0
06682,1,0,2,2,0,0,2,1,1,3
05353,3,3,0,0,0,3,0,2,4,0
06679,2,3,0,0,0,1,0,2,2,0
06696,1,1,1,5,0,1,13,0,0,1
04041,19,17,1,1,0,0,6,0,0,0
05380,2,2,1,1,0,2,1,0,2,0
016639,4,2,0,0,1,1,0,3,0,0
016641,3,3,0,2,0,3,7,2,2,0
015312,4,4,0,0,0,3,0,4,3,3
017947,1,11,1,1,1,0,0,0,5,0
04085,2,0,0,3,0,3,3,2,1,0
04091,0,0,3,2,2,0,1,0,0,1
117914,0,0,10,8,6,0,3,0,0,2
016692,0,2,1,2,3,0,2,0,0,0
115345,5,0,2,1,0,2,0,2,0,1
014018,0,0,2,2,2,0,2,0,0,1
015355,0,2,4,22,0,0,0,1,0,4
014000,3,2,7,46,1,2,0,0,18,0
016669,0,2,2,1,1,0,0,1,1,1
06706,1,2,5,6,9,0,1,2,0,0
15400,0,6,7,4,11,1,1,0,0,0
06726,0,6,1,175,0,0,0,2,8,0
04107,0,0,0,0,1,1,0,1,1,1
06779,2,2,12,5,3,1,2,2,0,2
06778,2,4,0,0,0,3,0,2,2,0
06795,8,7,1,3,5,7,1,2,1,0
06794,1,2,2,1,2,2,1,1,1,0
05467,0,0,2,1,0,1,1,0,0,1
04157,2,2,1,2,3,3,0,1,2,0
05490,5,0,0,1,2,4,0,2,0,0
415415,11,3,25,20,14,7,14,5,3,1
016720,2,3,7,4,6,0,4,0,0,0
